	7393_RAJ6744A1	7393_RAJ6744A10	7393_RAJ6744A11	7393_RAJ6744A12	7393_RAJ6744A13	7393_RAJ6744A14	7393_RAJ6744A15	7393_RAJ6744A2	7393_RAJ6744A4	7393_RAJ6744A5	7393_RAJ6744A6	7393_RAJ6744A7	7393_RAJ6744A8	7393_RAJ6744A9
ENSG00000232001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214199	0	1	0	0	0	1	2	0	1	0	0	3	0	0
ENSG00000144057	0	1	3	1	3	2	4	0	0	0	0	0	0	0
ENSG00000238250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225588	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196862	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115665	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229890	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225328	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198203	1	12	38	11	4	2	3	8	4	2	1	2	3	1
ENSG00000261209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271070	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000198075	0	0	0	0	1	2	0	0	0	0	0	0	0	0
ENSG00000271284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135968	237	253	142	319	73	38	120	77	278	86	448	146	71	313
ENSG00000214184	8	6	4	9	3	0	2	3	11	3	13	4	0	11
ENSG00000169756	27766	9237	10856	7615	14290	11993	8243	12247	23897	10439	7177	22440	14863	7970
ENSG00000228763	3	2	1	0	0	0	0	0	2	1	2	1	0	2
ENSG00000233648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235644	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153201	2833	2073	550	896	1461	343	610	347	3610	349	1781	2343	487	1459
ENSG00000163006	14	8	4	12	22	6	11	3	12	2	5	9	2	1
ENSG00000227470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135960	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000277628	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259863	0	2	5	1	0	0	0	0	0	0	0	0	0	0
ENSG00000172985	25	124	91	63	51	24	41	13	28	6	19	34	14	51
ENSG00000264934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228551	1	12	0	8	32	17	6	2	14	1	2	1	2	0
ENSG00000265965	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186522	211	544	702	380	669	579	489	170	206	119	299	310	248	534
ENSG00000237916	0	0	0	0	0	0	1	0	0	0	2	0	0	3
ENSG00000230696	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198142	50	163	176	118	130	70	87	7	26	10	47	81	13	108
ENSG00000230603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231099	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233707	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015568	11	8	0	6	7	2	3	0	17	1	10	6	2	5
ENSG00000256977	0	0	0	0	1	1	0	2	1	2	0	0	1	1
ENSG00000284337	0	0	0	0	1	1	0	2	1	2	0	0	1	1
ENSG00000186148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204588	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144063	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264979	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144061	1	4	0	6	1	0	4	0	2	2	2	2	2	3
ENSG00000233370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175701	9	13	13	8	6	2	3	6	7	1	1	11	7	0
ENSG00000261760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175772	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230596	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257207	50	20	15	25	41	25	18	19	50	33	26	63	31	30
ENSG00000256671	50	20	15	25	41	25	18	19	50	33	26	63	31	30
ENSG00000227574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183054	3	0	0	1	0	0	0	0	2	0	0	0	0	2
ENSG00000231536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216867	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000169679	360	170	85	56	520	225	35	123	282	97	52	154	82	47
ENSG00000235881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236330	88	128	0	0	28	20	0	0	50	28	0	3	1	0
ENSG00000204581	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153094	65	65	634	219	46	276	108	140	98	184	283	74	161	485
ENSG00000230499	0	0	1	0	2	1	0	2	1	0	0	1	0	0
ENSG00000172965	63	100	60	5	86	100	31	57	46	30	1	48	47	4
ENSG00000227992	0	0	0	0	2	1	0	0	1	1	0	5	0	0
ENSG00000271590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226928	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223973	30	24	0	21	22	20	14	19	24	11	18	9	11	29
ENSG00000280878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224959	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153107	94	69	27	17	80	39	9	46	112	40	19	75	37	3
ENSG00000266063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236307	2	0	0	0	1	1	0	1	0	1	0	1	1	0
ENSG00000153208	6116	4710	2156	6365	3908	2415	4273	955	8553	1135	7156	7179	4540	4431
ENSG00000240183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225496	7	14	0	3	15	20	4	3	17	5	7	4	24	8
ENSG00000232277	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000153214	3665	2803	1466	1883	4242	2240	2216	931	3631	819	2806	3341	1385	2181
ENSG00000144152	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000278962	0	0	2	0	0	0	0	0	0	0	1	0	0	0
ENSG00000144161	59	40	16	16	56	17	32	5	49	9	21	43	6	19
ENSG00000188177	58	77	36	67	43	12	46	16	104	20	125	58	16	92
ENSG00000235258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236555	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169629	3	0	1	1	0	0	0	2	4	1	3	7	0	0
ENSG00000283698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114999	850	650	1002	608	775	625	460	423	1082	495	1107	1024	495	1341
ENSG00000125630	520	200	73	112	244	101	108	148	608	143	206	398	129	102
ENSG00000207383	1	0	3	1	0	1	1	0	0	0	4	1	0	1
ENSG00000125611	8	25	20	20	12	16	19	4	18	2	2	6	9	9
ENSG00000243389	0	1	0	0	1	0	1	0	0	0	0	0	0	1
ENSG00000228251	0	0	0	0	0	0	0	0	0	3	1	0	0	1
ENSG00000231747	1	0	0	1	1	2	0	0	0	0	0	1	0	0
ENSG00000237753	6	2	0	2	1	2	3	1	5	2	0	3	2	1
ENSG00000144136	1124	3080	2925	1031	2424	2235	712	678	1534	851	1071	962	901	598
ENSG00000144130	16	11	9	3	20	27	2	10	10	8	7	6	4	4
ENSG00000169607	281	118	254	40	310	445	33	204	210	167	81	121	64	26
ENSG00000115008	11	51	279609	41440	59	141032	18178	12166	3	14254	17261	13	31973	26832
ENSG00000125538	1448	6729	1409324	599792	11426	675967	304044	535376	477	551090	547272	1905	984281	673704
ENSG00000280228	0	1	0	0	0	0	0	2	0	1	2	0	0	1
ENSG00000180152	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000125571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227368	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000136688	0	0	137	173	0	36	47	2	0	5	8	0	2	1
ENSG00000236124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136696	1	0	0	1	0	0	0	0	0	1	0	0	4	1
ENSG00000136695	1	0	13	10	0	0	0	3	0	1	1	0	3	0
ENSG00000136697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201805	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136689	10133	850	166777	41614	817	72970	15690	95797	10931	90124	18017	13637	100253	71566
ENSG00000125637	250	437	328	493	248	127	178	82	450	160	620	288	190	491
ENSG00000234174	7	4	0	13	0	4	5	1	7	5	14	3	5	6
ENSG00000189223	175	259	175	134	9	7	4	115	179	57	181	412	190	310
ENSG00000125618	58	29	20	12	3	4	2	12	36	17	42	76	43	81
ENSG00000231292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136682	11	19	9	13	13	17	8	6	8	6	7	9	3	0
ENSG00000184492	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231943	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146556	0	1	0	0	0	0	0	0	0	2	0	0	0	2
ENSG00000236397	0	0	0	0	2	0	1	0	0	0	0	3	0	0
ENSG00000279267	2	0	3	0	1	0	0	1	4	0	0	3	0	1
ENSG00000240356	2	1	1	2	6	1	3	2	10	1	2	2	0	1
ENSG00000144134	8	6	2	2	11	7	3	6	8	7	7	0	2	6
ENSG00000144158	35	18	17	19	24	25	0	17	19	11	6	16	12	5
ENSG00000175509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233479	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227359	6	1	6	1	2	1	0	2	6	0	10	2	1	1
ENSG00000202427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115084	897	833	1867	1053	1788	1932	1260	672	791	554	1562	730	698	950
ENSG00000265429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244063	7	1	0	0	0	1	1	2	3	0	0	2	1	0
ENSG00000228857	5	1	6	1	4	4	3	7	6	0	3	2	2	0
ENSG00000270019	0	0	2	5	0	0	1	2	2	0	1	1	1	0
ENSG00000115091	28754	17428	29464	17833	27304	26092	17350	21562	22669	16116	13863	21811	22080	10844
ENSG00000279957	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000234199	2	0	0	0	1	0	1	0	0	0	1	0	1	1
ENSG00000243179	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000212182	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000235242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175497	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231538	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235871	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088205	1807	1079	720	700	1258	819	496	1057	2117	958	1154	1513	1074	758
ENSG00000236255	4	1	2	2	0	1	0	3	3	0	6	2	0	2
ENSG00000125631	32	36	18	49	17	13	33	13	39	10	105	24	19	94
ENSG00000125633	614	538	483	691	301	168	395	298	733	314	1797	659	255	1549
ENSG00000224967	0	0	0	1	0	0	0	0	0	0	2	0	0	0
ENSG00000235066	47	26	22	49	21	13	23	27	38	24	129	38	21	127
ENSG00000272895	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279227	9	2	6	8	5	2	4	5	11	11	14	6	8	23
ENSG00000243510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125629	280	408	151	670	328	146	648	96	260	116	1455	267	123	970
ENSG00000226856	0	2	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000258910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019169	270	0	3	921	0	0	123	250	2135	1278	13130	26	24	1763
ENSG00000259094	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000144119	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264833	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115107	250	32	30	354	42	17	139	189	505	215	1108	481	333	762
ENSG00000229867	13	2	4	52	2	1	19	15	39	11	85	51	48	91
ENSG00000186132	62	59	71	39	73	63	31	35	24	17	18	10	10	11
ENSG00000155368	6050	4311	6031	2845	5408	5203	2863	3417	3220	1800	1698	3181	2628	2253
ENSG00000171227	136	360	72	64	389	62	69	22	226	42	21	154	35	3
ENSG00000080293	0	1	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000231013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144120	4	13	2	7	13	7	8	0	20	0	5	12	3	2
ENSG00000229326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088179	46	40	15	43	46	16	36	17	81	10	37	37	23	50
ENSG00000233741	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115109	6	22	53	25	50	50	33	9	7	1	23	6	7	28
ENSG00000224789	0	1	4	2	1	1	3	0	0	0	1	0	0	0
ENSG00000202046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236878	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000227788	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000233286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223549	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000226479	185	282	744	281	219	326	182	232	268	238	323	242	308	298
ENSG00000144118	1865	2211	2373	1792	2505	1851	1837	1179	1939	1040	2375	1841	1186	1985
ENSG00000235840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163083	0	0	0	0	0	0	3	0	0	0	0	2	0	0
ENSG00000280409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229774	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074047	0	0	4	2	0	1	1	0	0	0	0	0	0	0
ENSG00000271709	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115112	35	44	26	17	32	5	17	9	36	6	35	14	5	16
ENSG00000232723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000074054	384	449	363	490	359	233	413	320	476	256	821	462	298	851
ENSG00000265451	0	2	2	2	0	1	0	0	0	0	0	3	1	0
ENSG00000264229	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000222467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236859	189	127	219	76	197	299	75	119	185	115	78	148	153	67
ENSG00000230993	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155438	715	376	922	245	596	1145	250	416	616	446	269	481	617	176
ENSG00000211460	1117	929	708	556	1652	948	619	519	1162	437	569	997	500	500
ENSG00000270798	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237856	0	1	0	2	2	0	0	0	0	0	0	0	0	0
ENSG00000232740	0	0	1	3	2	0	1	0	0	0	1	0	0	0
ENSG00000226708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235774	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000236655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213236	431	315	9	396	458	525	453	347	435	260	417	414	344	522
ENSG00000136732	1074	607	816	456	145	143	152	646	770	444	925	1017	668	2968
ENSG00000235128	0	0	2	0	0	0	0	0	0	0	2	0	0	7
ENSG00000206963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136717	124	776	610	32	196	154	18	95	102	67	29	208	213	51
ENSG00000237630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163161	191	284	186	309	219	141	234	107	229	104	246	207	201	345
ENSG00000169967	3466	2189	880	1044	1939	693	967	683	4859	973	3221	4295	1508	2849
ENSG00000200250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236682	2	12	0	3	30	12	3	1	3	1	2	26	4	4
ENSG00000115718	1	1	0	0	1	2	0	0	1	0	2	2	0	0
ENSG00000264075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163166	498	478	494	309	351	210	223	268	518	298	432	370	239	387
ENSG00000231731	55	54	54	41	37	28	28	32	82	24	66	40	24	38
ENSG00000202429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072163	0	0	1	0	0	1	2	0	0	3	0	0	0	0
ENSG00000144230	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000136709	571	621	281	438	414	184	328	123	583	111	461	532	136	472
ENSG00000173349	91	70	35	57	63	26	72	11	94	19	53	83	16	41
ENSG00000201470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274010	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSG00000144231	692	383	607	410	465	437	263	286	720	328	501	513	291	353
ENSG00000202532	15	8	10	9	3	2	3	3	23	3	14	7	5	10
ENSG00000244563	139	57	136	89	89	103	61	51	125	56	90	89	60	72
ENSG00000273950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144233	246	219	1182	308	231	651	279	333	369	412	591	274	371	578
ENSG00000272667	0	0	0	0	0	4	1	1	3	2	1	0	2	2
ENSG00000204399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136715	246	293	195	265	195	81	195	94	374	97	412	355	114	678
ENSG00000234044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136731	3235	2111	1671	1230	1367	876	536	2150	4791	2320	2622	2627	1781	1411
ENSG00000229173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229758	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000185631	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000238180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136720	17	34	21	146	15	2	103	9	27	8	78	18	14	100
ENSG00000252742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229536	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000214100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225449	12	22	2	17	19	16	19	20	32	15	18	36	32	22
ENSG00000222014	12	25	2	17	18	14	19	20	32	15	18	39	32	22
ENSG00000284619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250207	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000217289	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ENSG00000231147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196604	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152076	0	1	0	0	0	0	0	0	0	0	0	0	0	0
